customer_id,gender,age,marital_status,dependents,contract_type,internet_service,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,churn_status,call_duration_minutes,latitude,longitude
354735,Female,44,Single,0,Yearly,DSL,No,Yes,Yes,Yes,Yes,No,No,No,17.83,989.62,No,115,-46.148433,154.214487
358472,Female,22,Single,1,Yearly,DSL,Yes,No,No,No,Yes,No,No,No,84.53,521.32,Yes,948,42.962389,-63.835512
361757,Female,65,Married,3,Monthly,"Fiber Optic",Yes,No,No,Yes,No,No,No,Yes,76.07,497.08,No,630,-87.098698,1.802015
365309,Male,64,Single,1,Monthly,"Fiber Optic",No,No,No,Yes,No,No,Yes,Yes,35.79,715.36,No,442,-29.430349,27.042406
365614,Female,47,Single,0,Monthly,DSL,Yes,Yes,Yes,No,No,No,Yes,No,84.85,469.50,No,722,18.538336,-104.603041
366901,Female,72,Married,3,Monthly,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,78.76,103.87,Yes,564,68.979373,-178.342966
366909,Female,77,Married,1,Yearly,DSL,Yes,No,No,No,No,Yes,Yes,Yes,77.76,268.22,Yes,284,-61.366103,-149.393298
367294,Male,59,Single,3,Monthly,"Fiber Optic",Yes,No,No,Yes,Yes,No,No,Yes,46.64,988.84,No,910,-61.715088,3.754242
367532,Female,48,Married,1,Yearly,"Fiber Optic",No,No,Yes,No,No,No,Yes,No,5.75,958.22,No,262,-47.173591,11.959895
369805,Female,58,Married,1,Monthly,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,65.25,619.90,Yes,1020,58.568078,27.387730
370020,Male,62,Married,2,Yearly,"Fiber Optic",No,No,No,Yes,No,Yes,No,Yes,88.01,563.10,Yes,224,-16.431380,-6.148462
370345,Female,58,Married,1,Monthly,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,No,No,98.79,972.06,No,680,-63.599304,-168.742048
373358,Female,26,Married,1,Monthly,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,87.94,57.30,No,84,-17.107363,113.304069
377407,Male,51,Single,0,Monthly,"Fiber Optic",No,No,Yes,Yes,No,No,No,No,11.23,643.69,No,572,43.146258,-83.583821
384785,Male,72,Single,3,Yearly,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,No,17.83,63.39,No,864,-44.282887,-140.451189
385029,Female,51,Married,0,Yearly,DSL,No,No,Yes,Yes,Yes,No,No,No,48.78,821.24,No,901,58.644918,135.457150
387321,Male,71,Married,2,Monthly,DSL,Yes,No,No,Yes,Yes,No,Yes,No,10.40,865.34,Yes,572,-28.483103,-80.133182
390805,Female,70,Single,0,Yearly,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,No,No,91.18,980.52,Yes,1072,84.329119,-122.189501
391741,Female,31,Married,3,Yearly,DSL,No,No,No,No,No,Yes,No,No,47.84,6.02,No,1148,89.999598,-133.570589
393378,Male,33,Married,1,Monthly,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Yes,5.91,646.71,Yes,409,7.065371,61.654636
393620,Male,18,Single,2,Yearly,"Fiber Optic",No,Yes,No,Yes,No,Yes,Yes,Yes,39.97,458.07,Yes,98,-65.147876,-20.479816
397355,Male,72,Married,2,Monthly,DSL,No,Yes,Yes,No,Yes,No,No,No,47.29,869.17,No,34,-25.165466,77.737916
397789,Male,20,Married,1,Monthly,"Fiber Optic",Yes,No,Yes,No,No,No,No,No,97.42,12.91,Yes,805,77.183987,47.246758
402521,Male,67,Married,3,Monthly,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,No,No,52.35,68.95,No,797,89.894640,-178.645120
404250,Male,33,Married,0,Yearly,"Fiber Optic",No,No,No,No,Yes,No,No,No,53.49,793.72,No,526,-71.939423,-112.884582
406290,Male,67,Single,0,Monthly,DSL,No,Yes,Yes,Yes,No,No,No,Yes,39.83,129.46,No,1049,-87.565150,-19.807934
411965,Male,76,Single,3,Monthly,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,45.46,988.97,No,1126,81.220208,158.140116
412290,Female,65,Single,1,Yearly,"Fiber Optic",No,No,No,Yes,No,No,No,No,92.15,28.38,No,962,67.789872,172.009064
419005,Female,36,Single,0,Monthly,DSL,Yes,Yes,No,No,Yes,Yes,No,No,16.85,852.58,No,275,67.699957,68.903762
419441,Male,41,Single,2,Monthly,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,61.37,765.72,No,768,-46.669553,-78.635397
421850,Female,31,Married,1,Monthly,DSL,No,No,Yes,No,No,Yes,Yes,Yes,2.73,877.27,No,1067,6.645077,-174.748866
422424,Female,59,Single,1,Yearly,DSL,No,Yes,No,No,No,No,Yes,No,14.32,923.41,Yes,201,-40.341799,135.433185
427813,Male,62,Single,1,Monthly,"Fiber Optic",No,Yes,No,No,No,No,Yes,Yes,60.16,888.81,No,636,41.807707,-154.351266
433986,Female,22,Married,1,Monthly,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,61.57,931.26,No,301,59.420843,-37.356491
441638,Female,24,Single,3,Monthly,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,No,No,92.97,543.30,No,9,-43.839521,-86.836576
442726,Male,75,Married,1,Yearly,DSL,Yes,No,Yes,No,No,Yes,No,No,3.09,80.54,No,370,20.629602,-127.418241
446639,Female,69,Married,0,Monthly,"Fiber Optic",Yes,No,No,No,No,Yes,No,No,9.64,680.71,Yes,635,-34.933735,158.458476
447464,Male,51,Married,2,Yearly,"Fiber Optic",No,Yes,Yes,Yes,No,No,No,No,13.47,912.96,Yes,77,61.487447,-175.062833
449410,Female,63,Married,0,Monthly,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,No,14.68,224.22,No,876,19.943450,130.447932
451664,Female,38,Married,1,Monthly,"Fiber Optic",Yes,No,Yes,Yes,No,No,Yes,No,93.50,801.68,No,733,-9.334012,-33.899932
453049,Female,40,Married,3,Monthly,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,67.49,955.15,No,1067,-54.777544,-68.718315
453562,Male,18,Single,3,Yearly,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,90.62,167.62,Yes,112,-69.811316,-79.700518
454228,Female,69,Single,1,Monthly,DSL,No,No,No,No,Yes,No,Yes,No,96.48,297.77,No,95,20.381888,118.103457
460682,Female,56,Single,3,Monthly,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,3.77,192.21,No,796,49.430726,137.435975
462181,Male,74,Single,3,Yearly,DSL,No,No,Yes,Yes,Yes,Yes,No,No,95.57,652.70,No,29,77.704008,30.886535
462500,Female,45,Married,1,Monthly,DSL,No,No,Yes,No,Yes,Yes,No,Yes,65.44,649.32,No,563,-0.545080,-152.498679
464172,Female,55,Single,3,Yearly,"Fiber Optic",No,No,Yes,Yes,No,No,Yes,Yes,61.86,574.21,Yes,425,40.562716,22.979428
466678,Female,72,Single,0,Yearly,DSL,No,No,Yes,No,Yes,No,Yes,Yes,83.02,934.44,Yes,125,86.339392,30.078090
467054,Male,22,Married,1,Yearly,DSL,No,Yes,Yes,Yes,Yes,No,Yes,No,44.37,986.81,No,65,-6.708598,-125.748064
471575,Male,74,Married,3,Yearly,"Fiber Optic",Yes,No,No,No,No,Yes,No,Yes,7.39,495.00,No,937,-63.576269,-39.585757
473184,Male,67,Married,2,Yearly,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,62.97,801.81,Yes,233,20.049371,-9.282860
473277,Male,30,Married,2,Yearly,DSL,No,Yes,Yes,Yes,No,Yes,No,Yes,96.13,432.08,No,102,17.721177,84.873434
473786,Male,70,Married,1,Yearly,"Fiber Optic",Yes,No,Yes,No,No,No,Yes,Yes,96.82,827.58,No,820,39.571888,17.025016
475955,Female,53,Single,3,Monthly,"Fiber Optic",No,Yes,No,Yes,Yes,No,No,No,94.86,327.18,No,1162,-4.502871,-11.625148
476672,Female,72,Single,0,Monthly,DSL,Yes,No,Yes,No,Yes,No,No,No,72.24,637.28,Yes,221,65.719088,97.831357
476849,Male,25,Single,0,Yearly,DSL,No,No,No,Yes,Yes,No,No,No,98.07,397.45,Yes,39,-84.788578,-163.320843
477595,Male,49,Married,2,Monthly,DSL,No,No,No,No,No,No,Yes,No,82.40,291.84,No,72,-28.441695,9.970732
478046,Male,44,Married,0,Monthly,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,64.15,389.73,Yes,1142,33.537173,27.450781
478653,Male,68,Married,2,Yearly,DSL,No,Yes,Yes,Yes,Yes,No,Yes,No,35.46,754.45,No,334,-41.696258,2.020317
479386,Female,54,Single,1,Yearly,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,31.16,634.32,No,337,35.405059,50.064127
481450,Male,29,Single,1,Monthly,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,No,No,34.77,589.06,No,893,-87.233443,123.637251
481927,Female,34,Married,3,Yearly,"Fiber Optic",No,No,Yes,No,Yes,No,No,No,80.39,60.77,No,333,38.456779,84.367444
482013,Male,51,Married,0,Yearly,DSL,No,No,Yes,No,Yes,Yes,No,No,44.67,663.23,No,1068,4.450483,162.681603
483515,Female,32,Single,1,Monthly,"Fiber Optic",Yes,No,Yes,Yes,Yes,No,No,Yes,37.42,666.36,No,56,19.308767,142.346737
485368,Female,75,Single,3,Monthly,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,59.76,929.91,No,592,71.451683,-178.313991
486296,Male,73,Married,0,Yearly,"Fiber Optic",No,No,Yes,Yes,Yes,No,No,No,22.28,659.48,No,200,80.504412,-95.195187
489578,Female,49,Single,2,Monthly,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,No,21.66,903.89,No,764,13.743839,169.341666
490812,Male,69,Married,3,Yearly,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,Yes,2.66,481.05,No,220,79.605696,-122.307052
496806,Female,74,Married,1,Monthly,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,69.04,392.00,No,320,30.751393,18.752175
497853,Female,25,Married,3,Yearly,"Fiber Optic",Yes,No,Yes,No,Yes,No,Yes,No,37.76,727.89,No,420,-48.545663,-143.578498
498198,Male,51,Married,0,Monthly,"Fiber Optic",Yes,No,Yes,Yes,Yes,No,Yes,No,53.48,85.45,No,1030,58.299967,15.745901
498436,Female,40,Single,2,Monthly,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,Yes,59.51,717.62,No,1033,71.328444,143.507829
499117,Male,32,Married,0,Yearly,"Fiber Optic",Yes,No,No,No,No,Yes,No,No,87.33,715.50,No,769,-29.819509,89.073260
500099,Female,41,Single,3,Yearly,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,99.05,775.42,No,241,-37.634881,126.011511
503161,Male,64,Married,0,Monthly,"Fiber Optic",No,Yes,Yes,Yes,No,No,Yes,Yes,73.24,577.61,No,865,6.381082,4.454652
503961,Male,21,Single,2,Yearly,DSL,Yes,No,No,Yes,No,Yes,No,Yes,25.04,99.39,No,517,75.099193,-74.417823
504024,Male,25,Married,3,Monthly,"Fiber Optic",Yes,No,Yes,No,No,Yes,Yes,Yes,30.57,152.55,No,923,-33.699199,-88.437360
509802,Male,39,Single,1,Yearly,DSL,No,Yes,Yes,No,Yes,No,No,No,47.21,574.03,No,657,-22.193089,-93.465894
513277,Male,30,Single,1,Yearly,DSL,No,Yes,Yes,No,Yes,No,No,Yes,36.94,692.50,No,833,-16.111775,168.529620
515334,Female,73,Single,3,Yearly,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,61.77,942.75,No,569,52.286797,10.498678
521329,Female,64,Married,3,Yearly,DSL,No,Yes,No,Yes,No,Yes,No,Yes,7.29,912.50,No,1178,68.046531,-20.029282
521336,Male,60,Married,3,Monthly,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,95.27,227.45,No,855,40.728027,-2.385675
522957,Female,61,Married,0,Yearly,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,59.89,579.54,Yes,918,4.703160,-59.978952
523225,Male,59,Single,1,Monthly,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,No,79.19,112.36,Yes,713,-15.800311,-79.737478
524595,Female,57,Single,3,Yearly,DSL,No,No,No,No,No,No,Yes,No,47.35,74.06,No,632,51.302458,-56.020149
530823,Male,57,Single,3,Monthly,"Fiber Optic",Yes,No,Yes,Yes,No,No,Yes,Yes,75.42,618.01,No,340,78.453673,118.143828
533347,Female,53,Married,1,Monthly,DSL,Yes,No,No,Yes,Yes,No,No,Yes,41.50,994.30,No,779,-77.707773,-38.595596
535672,Female,23,Single,3,Monthly,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,87.17,639.66,No,1197,-46.994452,-107.566252
536915,Male,59,Single,1,Monthly,DSL,No,No,Yes,No,No,Yes,Yes,Yes,96.01,668.26,No,360,-68.322773,71.965180
537119,Female,56,Single,0,Monthly,DSL,No,No,Yes,No,No,Yes,No,Yes,45.15,30.67,No,1083,-68.808058,136.741979
541349,Female,38,Married,2,Monthly,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,43.26,62.63,Yes,1066,-18.403719,-63.884670
543416,Male,76,Single,2,Monthly,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.14,711.86,No,647,-73.087848,126.093390
543781,Female,63,Single,1,Monthly,"Fiber Optic",No,No,No,No,Yes,No,No,No,31.27,228.56,No,406,-75.874793,-44.448021
545333,Male,55,Single,0,Yearly,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,No,46.86,363.47,No,1160,18.458728,-140.261712
545705,Male,72,Single,0,Monthly,"Fiber Optic",No,Yes,Yes,Yes,Yes,No,Yes,No,64.56,812.42,Yes,226,12.279788,-81.072164
545979,Female,70,Single,2,Monthly,DSL,No,No,No,Yes,No,No,No,No,56.07,105.77,No,1100,-81.828399,-8.886791
553379,Male,19,Single,2,Yearly,DSL,Yes,No,Yes,No,No,Yes,Yes,No,8.47,57.64,Yes,1196,69.039434,-26.488273
554065,Male,50,Single,1,Monthly,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,22.57,427.50,No,23,39.029313,9.103951
555034,Male,73,Married,1,Yearly,DSL,No,Yes,No,No,Yes,No,Yes,Yes,38.08,928.44,No,855,-77.959002,-109.845603
559320,Female,27,Married,0,Yearly,"Fiber Optic",No,Yes,No,No,Yes,No,No,No,85.71,257.29,No,965,67.664604,167.975019
559397,Male,22,Single,1,Monthly,DSL,No,Yes,No,No,No,No,Yes,No,99.41,246.08,No,602,48.193983,-60.684229
559726,Female,25,Single,1,Yearly,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,41.59,735.34,No,1127,-16.197909,-96.595390
565085,Female,30,Married,3,Yearly,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Yes,3.87,818.89,No,521,-47.241872,138.383752
565606,Male,44,Single,1,Yearly,"Fiber Optic",Yes,No,No,Yes,Yes,Yes,Yes,No,60.66,88.30,No,1012,-26.570577,-96.665657
569226,Female,47,Single,1,Yearly,"Fiber Optic",No,No,No,Yes,Yes,No,No,No,30.22,140.85,No,679,-11.087132,-2.526143
571390,Male,52,Single,3,Monthly,DSL,No,No,Yes,No,No,Yes,Yes,No,89.07,926.20,No,18,-54.063976,162.963410
576927,Male,46,Single,3,Yearly,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,95.95,567.32,No,106,12.559221,29.633154
578951,Female,74,Single,3,Monthly,DSL,No,No,No,Yes,No,No,Yes,No,94.74,905.21,No,844,-5.780511,-98.041952
579530,Male,24,Married,3,Yearly,"Fiber Optic",No,No,No,No,No,No,Yes,No,48.31,584.30,No,729,22.432863,-72.596765
583298,Female,24,Single,3,Yearly,DSL,Yes,No,No,Yes,Yes,No,No,No,38.06,421.05,No,664,68.206319,83.935278
583866,Female,28,Married,0,Yearly,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,No,Yes,98.83,464.58,No,475,73.257131,-55.310463
585520,Male,31,Single,3,Yearly,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,No,Yes,8.18,294.82,No,311,20.074697,-79.610040
585575,Female,67,Single,1,Yearly,"Fiber Optic",Yes,No,No,No,Yes,Yes,No,No,99.05,27.80,Yes,905,-41.563306,-150.331060
587706,Female,33,Single,2,Monthly,DSL,No,Yes,No,Yes,No,Yes,No,Yes,29.57,852.19,No,376,-9.889934,-77.380897
592094,Male,77,Married,1,Yearly,DSL,Yes,Yes,No,No,No,Yes,No,Yes,39.53,423.46,No,463,-65.371290,9.244988
597426,Male,28,Single,3,Monthly,"Fiber Optic",No,No,Yes,Yes,Yes,No,Yes,No,99.45,782.97,No,369,44.475512,111.811628
598462,Male,70,Married,1,Monthly,DSL,Yes,Yes,No,No,No,Yes,Yes,No,90.93,717.27,No,168,-67.493894,-106.168618
599027,Female,62,Single,2,Yearly,"Fiber Optic",Yes,No,Yes,No,No,No,Yes,Yes,80.26,527.52,No,679,-64.396567,-175.584437
599260,Female,52,Single,2,Monthly,DSL,No,No,Yes,Yes,No,Yes,No,Yes,2.68,801.36,No,273,-25.000035,-136.327809
602730,Female,19,Married,0,Monthly,DSL,No,No,Yes,No,No,Yes,Yes,No,0.99,543.65,No,974,89.175744,14.503678
604790,Female,22,Married,3,Monthly,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,75.72,748.55,No,131,-65.498254,-53.661368
606218,Female,76,Married,0,Yearly,"Fiber Optic",No,Yes,No,Yes,No,No,Yes,No,21.83,455.46,No,895,65.201268,-153.583974
608611,Female,68,Married,2,Yearly,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,No,No,60.37,677.12,No,1008,-3.469740,137.233989
608924,Female,75,Married,3,Yearly,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,Yes,36.37,14.34,No,1032,-25.201496,-101.259737
609218,Male,70,Single,1,Monthly,"Fiber Optic",Yes,No,Yes,No,No,No,Yes,Yes,69.63,618.93,Yes,205,61.408018,68.707692
612510,Male,51,Married,0,Yearly,DSL,No,No,No,No,No,No,No,No,96.25,976.73,No,60,-42.687900,-121.112179
615966,Male,37,Single,2,Monthly,DSL,Yes,Yes,No,No,Yes,No,No,No,65.09,297.10,No,927,-42.270622,-177.238559
617060,Male,72,Married,2,Monthly,DSL,Yes,No,Yes,No,No,No,Yes,No,88.81,813.46,No,689,29.727755,36.429797
617830,Male,25,Married,2,Monthly,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,72.70,60.26,Yes,504,43.220987,-21.533444
624197,Male,56,Single,2,Yearly,"Fiber Optic",No,Yes,Yes,Yes,Yes,No,No,Yes,48.22,498.52,Yes,880,5.869240,-14.110235
624677,Male,19,Single,3,Yearly,DSL,Yes,Yes,Yes,No,No,No,Yes,No,4.06,191.24,No,718,-1.592335,57.208531
630476,Male,26,Married,3,Yearly,DSL,Yes,Yes,Yes,No,Yes,No,No,No,26.17,87.24,No,1193,-86.837010,-142.135107
631148,Female,23,Single,0,Monthly,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,61.47,691.67,No,1195,-64.778396,75.866055
632343,Female,26,Single,0,Yearly,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,33.29,844.79,No,709,-39.164944,49.421888
633507,Male,45,Married,0,Monthly,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,34.85,36.79,Yes,698,-0.946180,81.939124
633531,Female,64,Married,0,Yearly,DSL,Yes,Yes,No,No,No,No,Yes,No,51.46,244.94,No,802,-35.389565,3.417449
634478,Female,53,Single,2,Yearly,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,18.84,551.05,Yes,355,74.210929,61.995310
634603,Male,64,Married,0,Yearly,DSL,No,Yes,Yes,No,No,No,No,Yes,14.55,63.18,No,248,-18.498898,-48.586147
635921,Male,74,Married,0,Yearly,"Fiber Optic",No,No,Yes,Yes,No,No,Yes,Yes,64.23,92.49,No,481,-18.336255,103.504051
636801,Male,42,Single,3,Yearly,"Fiber Optic",Yes,No,No,No,No,Yes,No,No,19.76,78.18,No,906,-20.903732,54.924411
637290,Female,40,Single,1,Monthly,DSL,No,Yes,No,No,No,No,No,No,96.87,707.38,No,38,-42.046026,-94.750687
637949,Female,24,Married,1,Monthly,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Yes,26.06,345.04,No,817,13.771667,121.946409
638919,Male,57,Single,2,Monthly,DSL,Yes,No,No,No,No,No,No,No,60.16,501.71,No,17,82.672821,91.417795
640682,Female,68,Single,1,Yearly,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,No,14.40,11.61,No,114,18.059404,77.200906
643113,Female,59,Single,1,Monthly,DSL,Yes,No,No,No,Yes,No,No,Yes,96.04,310.34,No,505,-73.200768,-106.576166
644859,Female,33,Single,3,Yearly,"Fiber Optic",No,No,Yes,No,No,Yes,No,Yes,18.41,368.51,No,414,63.927777,-93.436940
647246,Male,53,Single,1,Monthly,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,92.12,371.42,Yes,423,-2.733550,-48.615356
650067,Male,59,Married,0,Yearly,DSL,No,No,Yes,Yes,Yes,No,Yes,No,84.16,739.92,Yes,784,44.352199,97.042697
650227,Male,50,Married,1,Yearly,DSL,No,No,No,No,Yes,No,No,Yes,21.53,756.13,Yes,487,22.597476,147.452891
650334,Female,31,Married,2,Yearly,DSL,No,Yes,No,Yes,Yes,No,No,No,33.15,307.53,No,951,-29.754237,-73.751653
650543,Male,76,Single,2,Yearly,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,Yes,No,99.03,571.28,No,855,73.729308,-32.921402
655225,Female,77,Married,3,Yearly,DSL,No,No,Yes,No,Yes,No,No,Yes,58.08,839.15,No,899,-19.931831,70.745461
665663,Female,54,Married,1,Monthly,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Yes,22.55,865.73,No,795,-25.406439,109.905236
667969,Male,69,Single,0,Yearly,DSL,Yes,Yes,Yes,No,No,No,No,No,91.17,669.65,No,67,-10.326696,-164.138960
668886,Female,49,Single,0,Yearly,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,75.84,27.68,No,280,14.048130,-111.812642
669085,Male,21,Married,0,Monthly,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes,90.77,367.06,Yes,552,83.763020,-19.675243
669334,Female,54,Married,1,Yearly,"Fiber Optic",Yes,No,Yes,No,Yes,No,No,Yes,61.84,910.06,No,894,25.567016,170.543045
671332,Female,25,Single,1,Monthly,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,35.05,599.83,No,1125,62.782579,-25.530892
677356,Male,22,Married,1,Yearly,DSL,No,No,Yes,No,No,Yes,No,No,25.05,767.62,Yes,155,-20.114684,18.951661
680000,Male,32,Married,1,Yearly,"Fiber Optic",No,Yes,No,Yes,No,No,No,No,56.15,430.57,No,59,62.093290,-153.062484
681095,Female,46,Single,3,Yearly,DSL,Yes,No,No,Yes,No,No,Yes,No,65.33,586.38,No,121,16.442194,54.743945
681735,Female,39,Single,2,Monthly,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,47.84,493.24,Yes,811,-38.426999,-34.338896
683175,Male,43,Single,0,Monthly,"Fiber Optic",Yes,Yes,No,Yes,Yes,No,Yes,No,13.12,687.31,Yes,183,24.577801,80.416168
684734,Male,76,Married,1,Monthly,"Fiber Optic",No,No,Yes,No,No,Yes,No,Yes,85.07,945.90,Yes,59,38.597676,-27.299610
685667,Female,69,Single,0,Monthly,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,8.08,987.99,No,628,4.815117,-157.655335
687576,Female,60,Single,1,Yearly,"Fiber Optic",Yes,No,No,No,Yes,Yes,No,No,0.15,527.19,No,690,86.905737,-112.373208
691889,Male,40,Married,3,Yearly,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,9.99,578.72,No,280,-20.457926,-96.915097
693756,Male,74,Married,2,Monthly,"Fiber Optic",No,Yes,Yes,No,Yes,No,Yes,Yes,37.62,969.58,No,825,-39.148070,-54.656523
