customer_id,gender,age,marital_status,dependents,contract_type,internet_service,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,churn_status,call_duration_minutes,latitude,longitude
698047,Male,37,Married,3,Monthly,"Fiber Optic",No,Yes,Yes,Yes,Yes,No,Yes,No,1.60,59.33,No,78,14.440994,73.959637
700870,Male,30,Single,3,Yearly,"Fiber Optic",No,Yes,No,Yes,No,No,Yes,Yes,56.98,841.97,No,1171,-21.448966,170.943420
702635,Female,77,Married,2,Yearly,"Fiber Optic",Yes,No,No,Yes,Yes,Yes,No,Yes,36.09,427.68,Yes,1194,55.757268,-157.418654
705147,Female,54,Married,0,Monthly,"Fiber Optic",No,No,No,Yes,No,No,No,Yes,87.19,958.51,Yes,9,1.823957,9.539099
706062,Male,22,Single,0,Yearly,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,No,84.20,777.77,No,577,-32.732867,-127.232974
706203,Male,55,Single,2,Yearly,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Yes,76.97,466.02,Yes,848,-4.835077,-92.200456
707261,Male,60,Married,0,Monthly,"Fiber Optic",No,Yes,Yes,Yes,Yes,No,No,No,25.56,377.95,Yes,577,-83.597986,84.666705
709361,Female,38,Married,0,Monthly,DSL,No,Yes,No,Yes,No,Yes,No,No,35.93,829.77,Yes,1039,-68.982649,174.905333
710344,Male,33,Married,2,Monthly,"Fiber Optic",Yes,No,No,Yes,Yes,No,No,Yes,79.47,573.38,No,832,-86.468857,-173.740826
713878,Male,19,Married,3,Yearly,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,47.67,399.84,No,775,3.973393,62.203620
714765,Female,37,Single,3,Monthly,DSL,No,No,No,Yes,No,Yes,Yes,No,18.37,239.54,No,616,23.553831,40.312214
715177,Female,55,Married,2,Yearly,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,45.25,584.19,No,77,23.940011,169.556819
715582,Female,72,Single,3,Yearly,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,Yes,No,82.05,260.29,No,501,12.820727,36.634504
716348,Male,35,Single,0,Monthly,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,15.58,319.32,Yes,826,-80.206273,-105.591468
717731,Male,73,Single,0,Monthly,DSL,No,Yes,No,No,Yes,No,Yes,Yes,43.86,98.34,Yes,700,-19.369151,-104.362673
719407,Male,60,Married,3,Monthly,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Yes,85.68,472.04,No,638,-37.385806,131.295088
722997,Male,37,Married,2,Monthly,"Fiber Optic",No,No,No,No,Yes,No,Yes,Yes,18.14,149.27,No,676,-52.066411,-49.250499
724960,Female,41,Single,3,Monthly,DSL,No,No,Yes,No,No,Yes,No,No,81.50,106.03,Yes,128,-39.500419,-150.714326
725159,Female,55,Single,1,Yearly,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,No,Yes,9.87,891.98,Yes,172,-49.230176,72.557341
729525,Female,59,Married,2,Yearly,"Fiber Optic",No,Yes,No,No,Yes,No,Yes,No,99.09,312.12,No,3,-45.078179,-93.573973
729707,Female,52,Married,1,Monthly,"Fiber Optic",Yes,No,No,Yes,Yes,No,Yes,No,29.00,894.68,No,399,64.019405,-79.665102
730090,Male,25,Married,3,Yearly,DSL,No,No,Yes,No,No,No,No,No,2.43,396.37,No,427,-80.392469,-108.512894
731235,Male,68,Married,2,Yearly,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Yes,5.99,166.57,No,919,66.755167,-159.799987
731696,Female,46,Married,1,Yearly,"Fiber Optic",No,No,Yes,No,No,No,No,No,76.29,187.41,No,815,-8.406987,-98.135741
734120,Male,74,Married,0,Yearly,DSL,No,Yes,No,No,No,Yes,Yes,Yes,30.98,404.11,Yes,291,79.275930,170.657792
734648,Female,62,Single,2,Yearly,DSL,Yes,Yes,Yes,No,No,Yes,No,No,76.83,933.33,No,10,82.698031,97.301197
736391,Male,63,Single,3,Monthly,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,No,78.49,810.54,No,69,-54.609322,111.173292
738558,Female,28,Single,3,Monthly,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,No,Yes,79.44,817.16,No,73,-54.262512,111.242522
739788,Male,30,Single,1,Yearly,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,73.73,865.17,Yes,1169,5.721534,84.436279
741886,Female,69,Single,2,Monthly,DSL,No,No,Yes,Yes,No,No,Yes,No,5.20,595.71,No,391,-60.775599,120.108181
743160,Male,50,Single,2,Yearly,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,Yes,No,96.74,915.43,No,754,-68.673533,74.272802
743379,Male,31,Single,2,Yearly,"Fiber Optic",No,No,Yes,No,No,Yes,No,No,11.66,113.23,No,890,-79.155291,-152.730333
744275,Male,61,Married,3,Monthly,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,Yes,52.58,278.09,No,277,39.165581,141.747255
744768,Male,43,Married,1,Monthly,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,79.49,473.25,No,586,-0.244029,-170.290636
747923,Male,28,Single,2,Yearly,"Fiber Optic",Yes,No,No,Yes,Yes,Yes,No,Yes,14.37,441.68,No,674,-4.128097,71.932896
753753,Male,67,Single,3,Monthly,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,97.44,915.86,No,640,35.745525,141.339858
756768,Male,65,Single,0,Yearly,DSL,No,No,No,No,No,No,Yes,Yes,85.29,625.34,No,1156,-69.611034,63.436533
757052,Male,59,Single,0,Yearly,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,17.04,611.95,No,1089,70.603852,85.751509
759079,Female,66,Married,2,Monthly,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,No,No,40.49,84.27,No,936,-39.094709,-153.957667
759128,Male,32,Married,3,Monthly,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,75.56,201.69,No,123,-38.052059,-131.376309
760321,Female,54,Single,3,Yearly,DSL,No,Yes,Yes,No,Yes,No,No,No,23.83,357.39,Yes,346,-49.118185,-83.014064
763601,Male,36,Single,0,Monthly,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,No,No,89.93,628.42,No,402,-28.112597,76.833301
769126,Female,59,Married,0,Yearly,"Fiber Optic",Yes,No,No,No,No,No,Yes,Yes,34.83,494.06,No,774,80.886858,112.100667
771244,Female,33,Married,3,Yearly,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,65.17,785.16,No,598,14.301354,-35.204702
773683,Male,23,Single,3,Yearly,DSL,Yes,Yes,No,Yes,Yes,No,No,No,78.58,200.32,No,744,-59.723784,172.972288
776703,Male,48,Married,2,Yearly,"Fiber Optic",Yes,No,No,No,No,Yes,No,No,87.73,402.33,No,829,-32.687580,6.303614
777120,Male,59,Single,0,Yearly,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,49.90,79.06,No,305,14.039500,-134.588559
778423,Male,73,Married,2,Monthly,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,58.86,870.18,No,377,57.227954,-127.491795
779177,Female,51,Married,2,Yearly,"Fiber Optic",No,Yes,Yes,Yes,Yes,No,No,Yes,69.79,455.35,Yes,658,-54.814272,-60.940231
780201,Female,21,Married,0,Monthly,DSL,No,No,Yes,Yes,Yes,Yes,No,No,52.67,60.30,No,510,83.439846,14.885344
780901,Female,77,Married,3,Monthly,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,83.75,940.13,Yes,144,-82.962548,119.957589
783041,Male,25,Married,1,Yearly,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,No,73.24,785.63,No,357,-36.763881,30.841508
786533,Female,61,Married,2,Yearly,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Yes,4.63,62.16,Yes,807,62.538645,-100.991124
787337,Female,58,Single,2,Yearly,DSL,No,Yes,No,No,Yes,Yes,No,Yes,33.50,279.15,No,140,-15.833009,75.379353
791979,Female,72,Single,0,Yearly,DSL,Yes,No,No,Yes,No,Yes,No,No,35.71,364.48,No,794,-79.446421,-69.890810
793359,Female,41,Married,1,Monthly,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,9.84,228.17,No,653,-56.904227,-76.799016
793497,Female,50,Married,0,Yearly,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,0.14,697.19,No,379,-65.091429,87.088220
797715,Female,45,Married,2,Monthly,"Fiber Optic",No,Yes,Yes,No,No,No,No,No,26.54,330.54,No,349,69.377312,19.493479
800022,Male,74,Single,2,Yearly,"Fiber Optic",No,No,Yes,No,Yes,No,Yes,No,92.36,12.71,No,511,-44.753073,172.426297
801356,Female,76,Single,1,Yearly,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,6.62,678.95,Yes,1133,-66.033129,119.739570
804356,Male,30,Married,3,Monthly,"Fiber Optic",No,No,Yes,No,No,No,Yes,No,64.60,598.04,Yes,560,-57.600569,-0.773888
808617,Female,23,Married,2,Yearly,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,52.62,192.28,No,404,6.682833,62.762549
809530,Female,65,Single,2,Monthly,DSL,No,No,Yes,No,No,No,Yes,Yes,87.97,83.65,No,774,70.009298,3.123739
810761,Female,57,Married,1,Monthly,DSL,No,Yes,Yes,No,No,Yes,No,No,60.27,75.01,No,731,-27.243967,148.842991
812912,Male,66,Single,0,Monthly,DSL,No,No,No,No,No,No,No,No,8.94,275.22,Yes,857,-45.393805,-145.452382
814948,Female,42,Single,1,Monthly,DSL,No,No,No,Yes,No,No,Yes,Yes,30.23,370.14,No,729,-52.340082,-100.109291
815463,Male,56,Single,3,Yearly,DSL,No,No,Yes,Yes,No,No,No,No,18.86,576.11,No,1014,-38.913018,137.580965
816076,Male,68,Single,1,Monthly,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,73.77,390.79,No,637,-11.880034,27.470156
816833,Female,73,Married,1,Monthly,"Fiber Optic",Yes,Yes,No,Yes,Yes,No,No,Yes,45.94,897.07,Yes,1013,71.965422,167.906611
817671,Male,40,Married,3,Monthly,DSL,No,No,No,No,No,Yes,No,Yes,4.08,738.18,No,754,-11.395841,-72.741983
821101,Male,28,Single,0,Yearly,DSL,No,Yes,No,No,Yes,No,No,No,99.35,393.82,No,913,61.318100,151.021500
822307,Male,44,Married,0,Monthly,"Fiber Optic",Yes,No,No,Yes,Yes,No,Yes,Yes,15.57,35.94,No,546,-64.970658,-61.536228
823057,Female,54,Single,0,Monthly,DSL,No,Yes,Yes,No,No,Yes,No,Yes,68.86,997.45,No,738,-33.684525,78.394942
826550,Male,18,Married,2,Yearly,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,Yes,Yes,7.03,925.64,No,370,-37.256451,13.821979
828243,Male,59,Married,3,Yearly,DSL,No,No,No,Yes,Yes,No,Yes,No,59.94,344.74,No,712,-55.503590,-116.205466
828664,Male,69,Married,3,Monthly,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,No,62.74,319.53,No,741,79.906651,131.658037
832750,Female,38,Married,0,Yearly,"Fiber Optic",No,No,No,No,No,No,No,Yes,44.39,823.47,No,549,77.553783,-78.585851
833361,Female,48,Married,0,Monthly,"Fiber Optic",No,No,Yes,Yes,Yes,No,Yes,No,41.15,474.12,Yes,309,68.838351,49.583162
839244,Female,38,Single,3,Monthly,"Fiber Optic",No,Yes,No,No,Yes,No,Yes,Yes,60.11,933.38,No,621,89.510970,-23.880404
842720,Male,45,Married,3,Yearly,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,No,4.49,723.87,No,301,54.416613,-87.128378
843682,Male,43,Single,1,Yearly,DSL,No,Yes,No,Yes,No,No,Yes,Yes,74.84,652.73,Yes,161,20.839614,63.408575
849820,Female,23,Married,0,Yearly,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,20.22,62.15,No,401,10.585041,104.866648
855843,Female,43,Single,0,Monthly,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,No,50.60,576.81,No,119,-17.770625,74.408563
856346,Male,48,Married,3,Yearly,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,Yes,67.27,856.49,No,902,83.851481,26.669552
858790,Female,58,Single,0,Yearly,"Fiber Optic",No,Yes,Yes,Yes,No,No,Yes,No,85.53,187.55,No,354,-24.474083,155.771236
859553,Male,46,Married,0,Yearly,DSL,Yes,No,No,No,No,No,Yes,No,36.94,2.57,No,618,65.064831,94.422949
861651,Male,56,Married,2,Monthly,"Fiber Optic",Yes,No,Yes,No,Yes,No,No,Yes,25.68,677.44,No,62,-16.403602,139.938049
862881,Female,42,Married,0,Yearly,DSL,No,Yes,No,No,Yes,Yes,No,No,34.14,417.95,Yes,88,-58.993502,50.396459
863821,Female,49,Single,0,Yearly,DSL,Yes,No,Yes,No,No,Yes,No,Yes,94.79,78.17,No,601,65.496862,113.845919
866094,Female,43,Married,1,Yearly,DSL,No,Yes,Yes,Yes,No,No,Yes,No,38.49,935.17,No,959,-11.621462,100.092606
866489,Female,52,Married,3,Yearly,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,No,9.27,848.11,No,321,-8.765909,-16.779397
868646,Female,53,Married,1,Monthly,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,No,81.07,500.87,Yes,1030,-76.325392,109.531445
870223,Female,20,Married,0,Yearly,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,No,No,66.88,157.20,No,510,52.294511,63.091583
870518,Female,65,Single,0,Yearly,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,95.12,974.53,Yes,206,54.521534,-0.607133
870687,Female,34,Married,1,Monthly,"Fiber Optic",No,No,Yes,Yes,No,No,Yes,Yes,7.99,346.57,No,510,26.800522,168.340183
872708,Female,41,Married,2,Yearly,DSL,No,Yes,Yes,No,No,No,No,Yes,53.68,562.80,No,395,-83.079617,-107.068862
873337,Female,21,Married,1,Monthly,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.29,335.96,No,897,-74.214761,-110.287069
873919,Male,23,Married,3,Monthly,DSL,No,No,Yes,No,Yes,Yes,No,No,71.16,643.44,Yes,578,-60.535253,-46.179964
876563,Female,57,Single,2,Yearly,DSL,Yes,No,Yes,No,No,Yes,No,No,61.55,597.80,Yes,1103,-59.408805,-147.193197
881750,Female,23,Single,3,Monthly,"Fiber Optic",Yes,Yes,No,Yes,Yes,No,No,No,89.60,542.80,Yes,601,-12.946451,49.279888
882098,Male,26,Single,3,Yearly,DSL,No,No,Yes,No,Yes,No,Yes,No,22.23,974.60,No,128,75.299588,-83.009728
882940,Female,51,Single,2,Monthly,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,56.82,454.80,No,578,36.350791,-157.002056
883444,Male,41,Married,2,Monthly,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,Yes,No,87.47,452.52,No,1001,-43.386333,104.460789
884340,Male,69,Single,1,Yearly,"Fiber Optic",Yes,No,Yes,Yes,Yes,No,Yes,No,24.68,282.76,No,622,13.054036,-69.462844
884342,Male,48,Single,3,Monthly,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,Yes,63.88,595.28,Yes,616,-19.765302,-32.796130
886475,Female,36,Single,3,Yearly,DSL,Yes,Yes,No,Yes,No,No,No,No,6.63,66.29,Yes,555,75.385394,-106.412674
886914,Female,55,Married,3,Monthly,DSL,Yes,No,No,No,Yes,Yes,Yes,No,74.65,81.62,Yes,718,-2.434524,49.275708
887847,Male,60,Single,1,Yearly,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,39.61,615.28,No,713,-34.590563,92.148254
889833,Female,53,Married,1,Monthly,"Fiber Optic",Yes,No,Yes,No,Yes,No,No,No,51.34,748.80,No,926,-45.103883,155.087827
891047,Male,45,Single,2,Yearly,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,No,No,87.13,378.14,No,300,-14.251029,-52.873645
891382,Female,23,Single,3,Yearly,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,98.19,828.21,Yes,589,67.004279,139.118508
891811,Male,36,Single,3,Yearly,"Fiber Optic",No,Yes,Yes,No,No,No,No,No,75.20,17.54,No,127,-83.851625,127.167132
892403,Male,76,Single,1,Yearly,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,No,No,63.44,178.67,No,498,-70.904506,-77.659588
893349,Male,43,Single,0,Monthly,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,90.68,113.94,No,1085,85.626076,-120.844005
894509,Female,30,Married,0,Yearly,"Fiber Optic",Yes,Yes,No,No,No,No,No,No,63.65,327.82,No,797,-65.597715,65.910014
895415,Male,19,Single,1,Monthly,DSL,No,Yes,Yes,No,No,Yes,Yes,No,75.40,847.40,No,398,42.434279,65.717498
896722,Male,68,Single,3,Monthly,"Fiber Optic",No,No,Yes,Yes,No,No,No,No,90.71,993.57,No,303,4.146637,128.652622
897438,Male,38,Single,1,Monthly,DSL,No,Yes,Yes,No,No,Yes,No,No,31.81,768.72,No,169,-83.261615,94.922533
897592,Female,60,Single,1,Monthly,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,Yes,Yes,25.78,924.07,No,554,48.842159,-10.996784
900217,Female,33,Married,2,Yearly,"Fiber Optic",Yes,No,No,No,No,No,No,No,9.90,759.09,No,257,14.295575,-89.192353
901656,Female,19,Married,1,Yearly,DSL,No,No,No,No,No,Yes,Yes,No,60.31,759.71,No,799,-24.241342,117.716866
903495,Male,41,Single,1,Monthly,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,85.07,53.79,No,508,84.042901,22.967026
903934,Female,62,Married,3,Yearly,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,No,Yes,66.50,532.32,No,882,32.214827,-112.422967
905729,Female,75,Single,0,Yearly,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,79.84,3.16,No,112,19.239839,91.129811
910318,Female,31,Married,3,Monthly,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,91.29,354.16,Yes,118,-18.595226,67.474432
911008,Female,24,Married,0,Monthly,DSL,Yes,No,No,No,Yes,No,Yes,No,97.50,80.43,No,172,-38.223593,-177.464721
913051,Male,35,Single,0,Yearly,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,46.55,63.72,No,504,-29.937445,-33.067645
913587,Male,22,Single,1,Monthly,DSL,Yes,No,Yes,No,Yes,No,No,Yes,71.72,865.16,Yes,331,64.554419,-12.911389
914237,Male,51,Married,2,Yearly,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,No,No,31.43,150.80,No,723,14.963541,-141.942955
918258,Female,55,Married,2,Monthly,DSL,No,No,No,Yes,No,No,No,No,21.86,612.68,No,240,50.007297,-76.084613
918271,Female,62,Married,3,Monthly,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,49.50,678.77,No,608,55.742862,9.706221
928289,Male,50,Single,3,Yearly,"Fiber Optic",Yes,No,Yes,Yes,No,No,Yes,No,8.70,640.98,No,956,-62.298128,-43.955161
928362,Female,74,Single,2,Yearly,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,93.93,62.62,No,345,81.836889,147.289224
928647,Female,53,Married,3,Yearly,DSL,Yes,No,Yes,No,No,Yes,No,Yes,57.54,199.20,No,902,80.858362,-3.322261
930806,Female,24,Single,3,Yearly,DSL,No,Yes,Yes,No,No,Yes,No,No,2.34,744.32,No,28,-60.405206,90.375614
942536,Female,25,Married,3,Monthly,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Yes,1.93,321.15,No,930,-48.049690,122.227795
945027,Male,47,Married,3,Monthly,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,36.64,378.59,No,999,50.918045,-30.249381
945796,Male,44,Single,3,Yearly,DSL,Yes,No,No,Yes,No,Yes,Yes,No,6.73,406.12,No,1110,-64.343506,156.693540
947861,Male,52,Married,1,Yearly,DSL,No,No,No,Yes,Yes,No,No,No,71.96,532.44,No,1104,-73.647255,69.621946
949261,Male,42,Married,1,Yearly,DSL,Yes,No,No,Yes,No,Yes,Yes,No,35.88,95.26,No,856,-23.477499,74.241591
949902,Male,67,Married,0,Yearly,"Fiber Optic",Yes,No,No,Yes,Yes,No,Yes,No,80.61,559.43,No,259,80.113174,-152.553681
952336,Male,75,Married,2,Yearly,"Fiber Optic",No,Yes,No,Yes,Yes,No,No,No,1.44,957.56,No,1020,-86.485055,16.377787
952339,Female,62,Single,2,Yearly,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,No,67.72,227.45,Yes,1015,74.299088,-170.635683
955518,Male,38,Single,3,Monthly,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,85.49,512.72,No,547,-39.030386,-162.698466
955947,Female,75,Married,2,Monthly,DSL,No,Yes,Yes,Yes,No,No,Yes,No,2.69,936.77,No,246,-50.703314,-9.046630
955955,Female,45,Single,1,Monthly,"Fiber Optic",No,Yes,No,No,Yes,No,No,No,29.72,636.34,No,649,60.719771,22.340280
958538,Female,45,Single,3,Yearly,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,No,No,63.26,685.63,No,714,-20.655537,-129.495865
960207,Male,54,Single,0,Yearly,DSL,No,Yes,No,No,No,Yes,No,Yes,15.80,649.74,No,1108,-36.741240,74.715378
963856,Male,77,Married,0,Monthly,"Fiber Optic",Yes,Yes,No,No,Yes,No,Yes,Yes,57.85,396.79,No,61,2.055569,-34.828375
964599,Female,25,Single,2,Yearly,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,No,17.62,970.34,No,845,9.386764,53.261617
965108,Male,40,Married,1,Monthly,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,No,93.91,259.78,No,754,36.119988,41.715156
966017,Female,26,Married,3,Yearly,"Fiber Optic",Yes,No,Yes,No,No,Yes,No,No,62.70,587.13,Yes,614,-18.369949,-17.142958
966673,Female,42,Married,3,Monthly,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,54.56,141.32,Yes,1109,-15.242534,-71.351960
969427,Male,52,Single,0,Yearly,DSL,No,No,Yes,No,Yes,Yes,No,No,20.46,590.62,No,1109,18.912699,-89.428463
971792,Male,60,Married,2,Yearly,DSL,Yes,No,Yes,No,No,No,Yes,No,18.57,865.44,No,305,83.118474,-163.617987
972885,Male,65,Single,1,Yearly,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,Yes,Yes,39.04,837.63,Yes,686,55.674304,-61.073887
973105,Female,69,Single,1,Yearly,DSL,No,Yes,No,Yes,No,Yes,No,Yes,20.43,921.09,No,239,-86.525716,-0.583835
974529,Male,20,Married,3,Yearly,"Fiber Optic",Yes,No,No,Yes,No,No,Yes,Yes,88.49,828.80,No,1151,-30.328165,100.076089
977377,Male,33,Married,0,Yearly,"Fiber Optic",No,Yes,Yes,Yes,Yes,No,No,Yes,26.39,967.92,Yes,402,5.752432,55.672580
977544,Female,26,Single,3,Monthly,DSL,No,Yes,Yes,No,No,No,No,No,90.43,876.42,No,859,13.356667,79.953029
977584,Female,57,Married,2,Monthly,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,77.52,460.10,No,592,8.139376,-92.075264
978761,Male,64,Married,0,Yearly,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,89.48,215.52,No,383,-14.934638,-134.199445
979268,Male,45,Single,3,Yearly,"Fiber Optic",No,No,Yes,Yes,No,No,Yes,Yes,51.93,661.75,No,922,16.630822,55.802462
980574,Female,76,Married,2,Yearly,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,Yes,No,58.12,139.76,No,428,75.487045,9.273929
990832,Male,76,Single,2,Monthly,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,No,81.67,434.50,No,370,-22.238678,164.152687
994515,Female,24,Married,0,Yearly,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,93.68,928.09,No,439,-28.324261,40.788933
994922,Male,43,Married,0,Yearly,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,No,85.05,998.00,No,238,31.974046,105.205718
997121,Female,54,Married,1,Yearly,DSL,No,Yes,Yes,No,Yes,Yes,No,No,46.16,812.59,No,1142,40.887085,100.463755
